117.12876,39.087165
117.165269,39.079597
117.2727,39.057217
117.148479,39.073467
117.158677,39.07499
117.170351,39.073989
117.180851,39.073771
117.195839,39.074756
117.179065,39.083842
117.156817,39.094763
117.159593,39.079346
117.192582,39.092414
117.193123,39.106958
117.208896,39.116207
117.210735,39.131467
117.216833,39.121531
117.241656,39.091225
117.210725,39.061296
117.22046,39.050589
117.211198,39.055343
117.215771,39.056876
117.216989,39.053903
117.259416,39.043829
117.264239,39.039881
117.228439,39.034976
117.223189,39.053722
117.225132,39.051113
117.204704,39.056229
117.231667,39.039212
117.203776,39.060764
